,category,item,quantity,price,payment_method,card_type,shopping_mall,city,province_state,country,gender,age,days_since_last_purchase,tenure,discount_used,purchase_frequency,avg_purchase_value,recency,purchase_per_tenure,discount_ratio
7429,0,0,1.3461905466066642,-0.9068629351187006,5,3,42,45,19,3,1,55.0,1.644706276260607,0.13386449361104288,0.9882688056694595,-0.2966763130538983,-0.19505656902622712,-0.9620376872048826,-0.44403536350996836,1.5324574294316142
371,3,10,-0.4373157419554242,0.4766082900252594,6,2,27,42,4,3,0,44.0,-0.09208263976862135,0.8214068336780322,0.9882688056694595,-0.15953885815575497,0.5970694972439252,-0.28396509230016637,-0.5372057276330792,-0.1363884739885883
6296,0,2,-1.3290688862364683,-1.1051441243015672,7,3,23,26,5,3,2,67.0,1.5664553470768727,1.165178003711527,0.9882688056694595,-0.7080886777483283,-0.7874138462308184,1.7086994971830525,-0.7584853424254671,3.611387061174411
5551,2,8,-0.4373157419554242,-0.6758755704005159,3,1,20,12,26,3,2,19.0,-1.055905060202424,0.4776356636445376,0.9882688056694595,-0.022401403257611637,-1.0911382138649302,-1.7232166725714582,-0.41783119860034346,0.748047598518192
5723,2,8,1.3461905466066642,-0.570806981493306,7,3,37,23,26,3,0,23.0,-1.4337997913824099,-1.5849913565564304,0.9882688056694595,1.5546793280710367,-0.26974173823415276,-1.492785317199939,3.9582643413070127,0.5532847699588485
5899,1,4,1.3461905466066642,0.5080879839780033,3,1,25,31,18,3,0,53.0,-1.4395254691275612,1.5089491737450216,0.9882688056694595,-0.022401403257611637,-1.4670208088916614,1.1666191775795607,-0.5964959593477859,-0.1448212612957339
9287,2,8,-0.4373157419554242,-1.1775065376734588,9,3,15,47,8,2,1,55.0,0.22473819546308407,-0.8974490164894412,-1.0118704488730614,-0.8452261326464716,1.4565104857606948,-1.2547988354227961,-0.3916270336907186,-0.6236283535923591
7871,3,7,-1.3290688862364683,2.20880911181455,2,3,1,30,9,3,0,52.0,-0.678010329022438,0.8214068336780322,-1.0118704488730614,1.6232480555201083,-1.3547122837669612,0.9248551325996063,0.06840163916714061,-0.6236283535923591
2364,3,10,0.45443740232561997,1.026072039018605,2,1,35,15,6,1,0,49.0,-0.4757030486937586,1.165178003711527,0.9882688056694595,1.28040441827475,-0.35074426198034303,0.31477867534550225,-0.15054871652216953,-0.25095292433629085
3213,3,7,1.3461905466066642,1.8457705633725174,8,1,48,4,0,3,1,42.0,0.04151650761824238,-1.2412201865229358,-1.0118704488730614,-1.3252072247899733,-1.3879134915069509,0.480991456269221,-0.6536686827869674,-0.6236283535923591
911,0,2,0.45443740232561997,-0.780535332113534,0,2,15,47,8,2,2,18.0,-1.0425451454637376,0.8214068336780322,0.9882688056694595,1.074698235927535,1.4661269032244972,-1.1603597553525016,-0.1179390890790809,1.0187870308545843
9047,3,3,-0.4373157419554242,-0.2797220192289741,9,3,52,29,28,3,2,22.0,-0.09399119901700512,1.165178003711527,-1.0118704488730614,1.4175418731728935,0.265689155297856,-0.07431033454411204,-0.10862205266676986,-0.6236283535923591
9790,1,4,-1.3290688862364683,-0.6304957518452617,3,1,15,47,8,2,2,19.0,1.1141268052099198,-0.20990667642245178,-1.0118704488730614,-0.15953885815575497,1.3227931480340982,1.1760630855865903,-0.26934093077913573,-0.6236283535923591
7289,3,3,-1.3290688862364683,-0.6223192079614323,6,2,8,7,15,3,2,19.0,-1.055905060202424,0.4776356636445376,0.9882688056694595,-0.022401403257611637,-1.0911382138649302,-1.7232166725714582,-0.41783119860034346,0.6413435903670743
9958,0,5,0.45443740232561997,-1.0323728837354844,8,0,9,14,5,3,0,57.0,0.381240053830553,-0.20990667642245178,0.9882688056694595,1.2118356908256784,1.1883738820254728,-0.43695640201404384,0.42943680014419466,2.504437363922598
6536,0,2,-0.4373157419554242,-0.4322145626623953,8,3,17,5,16,3,1,49.0,0.45567386451751996,-0.20990667642245178,-1.0118704488730614,-0.5023824954011133,0.5576211277938742,1.108066947935978,-0.44403536350996836,-0.6236283535923591
9192,3,10,-0.4373157419554242,2.25868602950591,6,2,53,17,1,0,2,62.0,1.104584008968001,-0.8974490164894412,-1.0118704488730614,-1.4623446796881168,-1.3653815936538076,1.3724963721328034,-0.8633020020639666,-0.6236283535923591
1423,3,10,-1.3290688862364683,-0.5573156840849873,4,2,53,17,1,0,2,49.0,-0.7791639691867777,0.13386449361104288,0.9882688056694595,0.38901096143681835,-0.8651874998796736,1.7068107155816465,-0.1445591931142553,0.532211447616369
9807,1,9,-1.3290688862364683,0.6708012072662113,6,2,50,6,9,3,1,46.0,1.0416015537713366,-0.20990667642245178,0.9882688056694595,1.486110600621965,0.6292880053890735,-0.2971865635100076,0.5691923463288606,-0.184137379045694
479,2,11,-1.3290688862364683,-0.5225653725787117,5,3,16,1,10,3,2,64.0,1.55500399158657,-0.8974490164894412,0.9882688056694595,1.074698235927535,0.06493766663745434,0.0522380327500829,1.0758062012482752,0.4812537800319592
662,2,8,-1.3290688862364683,-0.6681078537108777,2,2,52,29,28,3,1,20.0,-0.849780661376977,0.13386449361104288,-1.0118704488730614,1.6232480555201083,-0.9495592793796048,0.28455816972300796,0.39449791359802805,-0.6236283535923591
4476,1,4,-0.4373157419554242,-0.022978541276726144,3,1,55,27,4,3,0,67.0,-1.687638171417451,0.8214068336780322,-1.0118704488730614,1.074698235927535,-0.018100449126621072,-0.48984228685340886,-0.1179390890790809,-0.6236283535923591
8982,1,9,-1.3290688862364683,0.157723078555907,3,1,48,4,0,3,1,60.0,-1.3631830991922105,0.8214068336780322,0.9882688056694595,1.3489731457238217,-0.5037646274627472,0.9418541670122593,-0.02476872495597015,-0.030584713940998962
8077,1,1,-0.4373157419554242,-0.46328542942094747,6,2,37,23,26,3,0,29.0,0.40414276481115824,-0.8974490164894412,0.9882688056694595,-0.6395199502992567,1.2421415884289226,1.108066947935978,-0.23440204423296926,0.4039706592526412
2988,3,10,-0.4373157419554242,0.9835540108226916,6,2,39,36,9,3,0,18.0,-1.2219497148118117,0.4776356636445376,0.9882688056694595,0.04616732419146003,-0.2980294479999367,-0.7183848606235221,-0.3916270336907186,-0.24404660846982063
1119,2,11,-0.4373157419554242,-1.098194062000312,1,0,41,34,9,3,1,33.0,0.40795988330792576,1.5089491737450216,0.9882688056694595,-0.6395199502992567,-1.619830595889457,-0.011980541697717517,-0.7680141296653306,3.47293463415319
2776,3,6,1.3461905466066642,0.7051426915782955,1,0,34,2,26,3,2,65.0,1.0473272315164879,-0.20990667642245178,-1.0118704488730614,1.0061295084784634,1.3847032225090892,-1.581558052466016,0.3246201405056951,-0.6236283535923591
9835,0,2,1.3461905466066642,-0.6055572929995817,4,2,46,40,26,3,1,39.0,-1.613204360730484,1.5089491737450216,0.9882688056694595,-1.59948213458626,-0.2721984872212557,-0.0516449553272413,-1.0348201723815114,0.6112775905396327
5003,0,5,1.3461905466066642,-0.8283681138339369,6,2,53,17,1,0,0,70.0,1.6485233947573747,0.4776356636445376,0.9882688056694595,-0.8452261326464716,-1.6489606195936761,0.42243922662563826,-0.7322811775158421,1.1816366918548322
6649,0,2,-0.4373157419554242,-0.13090892054327624,3,1,27,42,4,3,2,50.0,-0.2237732279071013,1.5089491737450216,-1.0118704488730614,1.2118356908256784,1.3558539701176817,0.947520511816477,-0.25345961871269646,-0.6236283535923591
7254,3,3,0.45443740232561997,2.420172771211544,0,3,29,11,4,3,0,57.0,0.07396201484076644,0.4776356636445376,0.9882688056694595,1.0061295084784634,-0.5911546985754047,-0.2669660578875133,-0.02476872495597015,-0.39020596112822525
4427,3,3,-0.4373157419554242,2.111508239596978,6,2,56,25,7,2,1,52.0,-1.729626474881894,-1.5849913565564304,-1.0118704488730614,0.663285871233105,0.5258939694461461,-1.3983462371296442,2.5956477660065187,-0.6236283535923591
7431,0,5,1.3461905466066642,-0.7940266295218528,3,1,24,1,10,3,0,35.0,1.3297940002772854,-0.20990667642245178,0.9882688056694595,-0.7080886777483283,0.6459237056731697,-0.49361985005622067,-0.5488520231484679,1.061666546429544
3981,2,11,1.3461905466066642,-1.0994205435828868,8,3,31,37,4,3,2,19.0,-1.055905060202424,0.4776356636445376,0.9882688056694595,-0.022401403257611637,-1.0911382138649302,-1.7232166725714582,-0.41783119860034346,3.4967057926894323
6351,3,10,-0.4373157419554242,2.4541054283294366,0,3,27,42,4,3,2,55.0,-0.8020666801673829,1.165178003711527,0.9882688056694595,0.3204422339877467,1.6913756889277243,-0.9488162159950413,-0.44403536350996836,-0.3923097789775599
2893,2,8,-0.4373157419554242,-0.9649163966938904,5,3,4,48,23,0,1,25.0,-1.1360645486345422,1.165178003711527,0.9882688056694595,1.28040441827475,-0.7267672426634804,0.8625253397532118,-0.15054871652216953,1.8943536246909571
2669,3,6,-0.4373157419554242,2.5824771673055604,5,3,46,40,26,3,0,53.0,-1.2219497148118117,-0.20990667642245178,-1.0118704488730614,-1.1195010424427583,0.19640883386155641,-1.7496596149911405,-0.7584853424254671,-0.6236283535923591
3977,3,6,-1.3290688862364683,1.3584485478962767,9,1,31,37,4,3,2,53.0,-0.8058837986641504,0.13386449361104288,0.9882688056694595,-0.2966763130538983,-1.6411692156631499,-0.4105134595943613,-0.44403536350996836,-0.29735897794100585
5259,1,9,1.3461905466066642,0.01953948691918749,6,2,29,11,4,3,2,55.0,1.1809263789033517,1.165178003711527,0.9882688056694595,0.38901096143681835,0.6750537293773887,1.1175108559430076,-0.4230720315822684,0.03101600830920381
279,3,3,-0.4373157419554242,-0.4350763530217355,5,3,54,0,14,3,0,50.0,-0.9394829460510141,1.165178003711527,-1.0118704488730614,0.663285871233105,-0.6084221343133273,-0.46528812603513225,-0.3392187038714688,-0.6236283535923591
6730,1,1,1.3461905466066642,-0.03810514746181085,8,3,26,20,20,3,1,48.0,0.8602884251748787,1.5089491737450216,0.9882688056694595,-0.2966763130538983,0.71211554266854,0.5999846971577923,-0.6727262572666947,0.060667423351966523
6104,3,10,0.45443740232561997,-0.21839794010025246,1,0,27,42,4,3,0,22.0,-1.5101421613177606,-0.20990667642245178,-1.0118704488730614,-0.7080886777483283,1.1481533914651891,1.4253822569721684,-0.5488520231484679,-0.6236283535923591
7020,3,10,-1.3290688862364683,1.8089761158952848,7,3,14,38,24,3,0,56.0,-0.35546381604558125,-0.5536778464559464,-1.0118704488730614,0.3204422339877467,1.3500981582050409,0.911633661389765,0.18486459432102895,-0.6236283535923591
1694,3,3,0.45443740232561997,-0.4886327154608191,4,2,24,1,10,3,0,69.0,-0.7180900732384972,-1.2412201865229358,0.9882688056694595,-0.7080886777483283,-1.5756091141216062,-1.4531209035704151,-0.02476872495597015,0.43565198137914046
8912,2,11,0.45443740232561997,-0.8054737909592142,2,2,36,34,9,3,2,55.0,0.4690337792562063,-1.5849913565564304,0.9882688056694595,-1.4623446796881168,-1.3513430280132201,1.629370669924005,-0.6536686827869674,1.0998447480481637
3479,2,8,0.45443740232561997,-1.1795506736444161,2,3,44,39,3,2,0,43.0,1.4824787401479869,0.4776356636445376,-1.0118704488730614,1.074698235927535,0.42636053905438076,-0.1611942882087832,0.0014354399536547395,-0.6236283535923591
4416,2,11,1.3461905466066642,-0.6844609414785369,6,2,30,8,21,3,0,27.0,-1.0616307379475753,0.8214068336780322,-1.0118704488730614,-0.36524504050296996,-1.4225185558109992,-0.7221624238263339,-0.6070835007254121,-0.6236283535923591
7592,1,1,-1.3290688862364683,0.48069656196717425,3,1,5,13,13,2,2,29.0,-0.031008743820340787,0.13386449361104288,0.9882688056694595,0.8689920535803201,0.759776473018335,-0.9412610895894177,0.0650741261627438,-0.13750038608261794
6282,1,9,0.45443740232561997,0.45494044873311107,3,1,47,16,21,3,1,70.0,-0.11689390999761033,-1.2412201865229358,0.9882688056694595,0.38901096143681835,0.5282805256050462,-0.004425415292093937,1.0932756445213585,-0.13040937845281617
5603,2,8,0.45443740232561997,-0.8185562611733416,5,3,21,33,12,3,2,27.0,-0.5463197408839581,1.165178003711527,0.9882688056694595,1.4175418731728935,-0.981777787524753,-1.6117785580885102,-0.10862205266676986,1.145651342111699
8619,1,9,0.45443740232561997,0.20228524272277792,9,2,28,43,2,3,2,40.0,-1.6895467306658347,-1.5849913565564304,0.9882688056694595,-0.6395199502992567,0.9638972174324777,0.5489875939198332,0.6041312328750271,-0.04805073845383283
7780,0,0,-0.4373157419554242,-0.20408898830355068,3,1,59,48,23,0,0,54.0,1.3717823037417285,-0.8974490164894412,-1.0118704488730614,0.7318545986821767,0.6104061346024833,-1.0357001696597123,0.8137645521520263,-0.6236283535923591
4296,1,4,1.3461905466066642,0.6380950317308932,1,0,10,30,9,3,0,39.0,-1.0444537047121214,-1.2412201865229358,0.9882688056694595,-0.2966763130538983,-1.6022121960105196,0.12967807840772458,0.39449791359802805,-0.17676182251879383
4593,0,2,-0.4373157419554242,-1.0479083171147605,1,0,20,12,26,3,1,27.0,0.19992692523409508,1.165178003711527,0.9882688056694595,-0.43381376795204163,-0.031015929515961636,0.45643729545094436,-0.6746320147146674,2.6892997235891114
4844,3,7,-0.4373157419554242,-0.416679129283119,0,3,56,25,7,2,1,40.0,-0.6188449923225412,0.8214068336780322,-1.0118704488730614,1.0061295084784634,1.0643431545908817,0.8285272709279056,-0.1412316801098585,-0.6236283535923591
2209,3,3,0.45443740232561997,1.5187088080193354,7,3,44,39,3,2,1,63.0,1.39277645547395,-0.20990667642245178,0.9882688056694595,0.8689920535803201,1.667018777541305,-1.6778859141377167,0.2547423674133619,-0.31583861892573784
7605,0,2,-1.3290688862364683,-1.063034923299845,2,3,9,14,5,3,2,42.0,0.9060938471360891,0.8214068336780322,0.9882688056694595,1.486110600621965,1.7532857634027152,0.45643729545094436,0.02181645710558523,2.891574210149696
5501,0,2,-0.4373157419554242,-1.0266493030168036,4,2,46,40,26,3,2,23.0,1.6065350912929317,0.4776356636445376,0.9882688056694595,1.074698235927535,-0.9600882036100454,-0.4596217812309146,0.0014354399536547395,2.4414259681740953
184,3,3,1.3461905466066642,2.248465349651123,5,3,4,48,23,0,0,24.0,-0.9528428607897005,1.5089491737450216,0.9882688056694595,-1.1195010424427583,0.41941144906228983,-0.8921527679528645,-0.9014171510234209,-0.3789450600444972
4800,2,11,1.3461905466066642,-0.6611577914096226,1,0,50,6,9,3,1,52.0,-0.4661602524518398,1.5089491737450216,-1.0118704488730614,-0.36524504050296996,-0.6400790998328524,-0.5616159877068329,-0.6917838317464218,-0.6236283535923591
4845,3,6,0.45443740232561997,0.9835540108226916,7,3,52,29,28,3,0,37.0,-1.4166227581469562,-0.5536778464559464,-1.0118704488730614,-0.022401403257611637,-0.47280959022525165,-0.28207631069876044,-0.02476872495597015,-0.6236283535923591
2350,0,0,1.3461905466066642,-0.34717850627056784,9,2,57,41,4,3,0,18.0,-0.3745494085294189,-0.8974490164894412,0.9882688056694595,-1.0509323149936867,1.6517167409930644,1.536820371455116,-0.5488520231484679,0.2801530437889246
553,1,4,1.3461905466066642,0.0506103536777397,3,1,0,28,11,2,2,46.0,-1.2639380182762547,-0.5536778464559464,0.9882688056694595,-0.570951222850185,-0.601051887352019,-1.3057959386607554,-0.36018203579916874,0.016075176025564616
1397,0,5,-0.4373157419554242,-0.590430686814497,7,3,12,24,17,3,1,28.0,0.22664675471146783,0.8214068336780322,-1.0118704488730614,1.6232480555201083,-0.9329937719237114,1.4404925097834156,0.06840163916714061,-0.6236283535923591
1384,2,11,-0.4373157419554242,-0.7883030488031723,3,1,14,38,24,3,1,22.0,-1.1093447191571695,-0.8974490164894412,-1.0118704488730614,-1.0509323149936867,-0.06625272927383645,0.15045467602318943,-0.5488520231484679,-0.6236283535923591
9182,0,0,-0.4373157419554242,-1.117817767321503,4,2,50,6,9,3,0,69.0,1.3985021332191012,0.8214068336780322,-1.0118704488730614,0.18330477908960335,1.5138580264024946,-0.7844922166727284,-0.4207427724791907,-0.6236283535923591
9817,3,7,0.45443740232561997,-0.11905293191172343,5,3,12,24,17,3,2,56.0,0.012888118892485867,-0.8974490164894412,0.9882688056694595,-0.8452261326464716,0.13569203746601546,-0.8336005383092817,-0.3916270336907186,0.10714789121988304
297,1,9,-1.3290688862364683,0.7251752240936777,1,0,16,1,10,3,1,43.0,-0.036734421565492094,-1.5849913565564304,-1.0118704488730614,0.45757968888589,0.3452176296517847,-1.490896535598533,2.28119778709102,-0.6236283535923591
443,0,0,1.3461905466066642,-0.4465235144590969,7,3,17,5,16,3,0,59.0,-1.607478682985333,-0.5536778464559464,-1.0118704488730614,1.4175418731728935,-0.3209825028222974,0.4356606978354795,0.8556912160074259,-0.6236283535923591
7338,0,0,1.3461905466066642,-0.44407055129394807,4,2,43,9,14,3,2,22.0,-0.33637822356174363,0.13386449361104288,-1.0118704488730614,0.18330477908960335,-1.5147519320696592,-0.3292958507339078,-0.23440204423296926,-0.6236283535923591
2077,3,6,-0.4373157419554242,0.8764412859445245,4,2,6,32,20,3,1,28.0,0.35070310585641273,-1.2412201865229358,0.9882688056694595,1.1432669633766066,-0.334880682806479,0.5433212491156155,1.8619311485370218,-0.2254577454376515
7815,2,8,-1.3290688862364683,-0.5311507436567328,8,2,47,16,21,3,2,49.0,0.6121757228849889,0.4776356636445376,-1.0118704488730614,0.04616732419146003,1.623850188196498,-0.2688548394889192,-0.3916270336907186,-0.6236283535923591
2229,3,10,-1.3290688862364683,1.7218959235325002,8,2,21,33,12,3,1,38.0,-0.8077923579125342,-0.20990667642245178,-1.0118704488730614,-1.2566384973409017,-1.5957544558158494,0.21656203207239574,-0.8283631155178,-0.6236283535923591
2842,3,3,-1.3290688862364683,1.9025975433651328,8,1,37,23,26,3,2,26.0,1.3526967112578907,1.5089491737450216,-1.0118704488730614,0.18330477908960335,1.099579954348756,-1.3454603522902793,-0.5393232359086043,-0.6236283535923591
2537,1,9,0.45443740232561997,-0.22371269362474164,5,3,27,42,4,3,0,51.0,-0.11116823225245903,1.5089491737450216,-1.0118704488730614,-0.0909701307066833,-0.40359946161715515,-0.6088355277419802,-0.6155535338275131,-0.6236283535923591
8145,3,7,0.45443740232561997,2.3359543692080993,4,2,23,26,5,3,0,26.0,0.25718370268560814,1.5089491737450216,0.9882688056694595,-0.36524504050296996,-1.0178569012210632,1.4442700729862272,-0.6917838317464218,-0.3848152646206455
9536,3,6,0.45443740232561997,-0.3614874580672696,3,1,43,9,14,3,1,32.0,0.9786190985746722,-0.20990667642245178,-1.0118704488730614,-1.393775952239045,1.4086389769262913,-1.7307717989770817,-0.8982408886101332,-0.6236283535923591
6443,0,0,-1.3290688862364683,-0.352493259795057,9,3,34,2,26,3,2,25.0,-1.0253681122282836,0.4776356636445376,0.9882688056694595,0.3204422339877467,0.07918681076265051,-0.7448278030432046,-0.28681037405221904,0.2851654832795204
3367,3,6,-0.4373157419554242,2.3666164087724604,2,0,53,17,1,0,0,61.0,-1.5502219055338198,1.5089491737450216,-1.0118704488730614,1.2118356908256784,0.09568212539034103,-0.325518287531096,-0.25345961871269646,-0.6236283535923591
4486,3,10,-1.3290688862364683,-0.15543855219476482,1,0,30,8,21,3,2,33.0,1.6676089872412123,1.5089491737450216,-1.0118704488730614,0.251873506538675,0.8004883133760384,1.5349315898537101,-0.5202656614288772,-0.6236283535923591
2578,1,1,-0.4373157419554242,0.6605805274114243,8,2,16,1,10,3,2,33.0,-0.01383171058488688,0.4776356636445376,0.9882688056694595,-1.1880697698918299,-1.3258630313755537,-0.07053277134130025,-0.8633020020639666,-0.1818588070084342
1131,1,1,-1.3290688862364683,-0.6771020519830903,5,3,3,3,29,3,0,33.0,0.8679226621684137,-0.5536778464559464,0.9882688056694595,1.28040441827475,1.6614735441132729,-0.31796316112547246,0.7718378882966266,0.7507024551996961
4818,2,8,0.45443740232561997,-0.6562518650793249,7,3,27,42,4,3,2,33.0,1.6676089872412123,1.5089491737450216,-1.0118704488730614,0.251873506538675,0.8004883133760384,1.5349315898537101,-0.5202656614288772,-0.6236283535923591
320,1,4,-1.3290688862364683,0.6752983064023175,4,2,0,28,11,2,0,25.0,0.2762692951694458,0.8214068336780322,-1.0118704488730614,0.3204422339877467,0.22216960181203468,0.6188725131718513,-0.3741575904176353,-0.6236283535923591
1371,0,0,-0.4373157419554242,-0.3193782570655474,2,3,21,33,12,3,1,55.0,1.644706276260607,0.13386449361104288,0.9882688056694595,-0.2966763130538983,-0.19505656902622712,-0.9620376872048826,-0.44403536350996836,0.2548098953262742
4042,2,11,-0.4373157419554242,-0.6664725449341118,9,2,25,31,18,3,1,65.0,1.2629944265838535,-1.5849913565564304,0.9882688056694595,0.9375607810293917,-1.4847795944270048,0.786974075696976,3.0149144045605167,0.7280294850038881
9125,1,4,-0.4373157419554242,-0.5475038314243919,5,3,47,16,21,3,1,23.0,-0.11116823225245903,0.4776356636445376,0.9882688056694595,1.4175418731728935,1.3808426169579275,1.7256985315957056,0.1324562645017792,0.517353303412293
5145,1,4,0.45443740232561997,-0.526244817326435,1,0,28,43,2,3,1,35.0,-1.040636586215354,1.165178003711527,0.9882688056694595,1.486110600621965,0.5698346799011854,1.126954763950037,-0.08765872073906984,0.486435613905132
907,2,8,-1.3290688862364683,-1.0699849856011001,4,2,59,48,23,0,1,36.0,-0.2829385646069981,0.8214068336780322,-1.0118704488730614,0.5947171437840334,-0.05937383210994842,0.7586423516758876,-0.2809872262945246,-0.6236283535923591
9426,1,9,0.45443740232561997,-0.2964839341908247,7,3,30,8,21,3,0,48.0,0.5052964049754979,-1.5849913565564304,-1.0118704488730614,1.4175418731728935,1.0618162127755757,-0.7013858262108691,3.7486310220300134,-0.6236283535923591
3950,1,1,1.3461905466066642,0.059195724755760765,7,3,31,37,4,3,2,64.0,-1.0100996382412135,-1.5849913565564304,-1.0118704488730614,-0.36524504050296996,0.5562874640580184,1.4744905786087217,1.0233978714290253,-0.6236283535923591
6145,3,3,-1.3290688862364683,-0.8259151506687881,0,3,35,15,6,1,1,52.0,1.3775079814868796,0.8214068336780322,0.9882688056694595,-1.59948213458626,0.7357705257729301,-0.6390560333644746,-1.0263501392794103,1.1725038164141215
8886,3,6,0.45443740232561997,2.163429293259296,0,3,42,45,19,3,0,64.0,1.425221962696474,0.13386449361104288,-1.0118704488730614,1.2118356908256784,0.1262160056586187,-0.16874941461440676,0.21481221136060033,-0.6236283535923591
6695,1,1,-1.3290688862364683,0.051428008066122785,5,3,56,25,7,2,1,56.0,0.9385393543586131,0.8214068336780322,0.9882688056694595,0.3204422339877467,0.04107210504845547,0.229783503282237,-0.3741575904176353,0.015691200317510562
4977,3,6,-1.3290688862364683,0.6274655246819145,7,3,48,4,0,3,1,56.0,1.0206074020391152,0.8214068336780322,-1.0118704488730614,-0.7766574051974,-1.1964274561693367,1.4612691073988804,-0.7468390469100782,-0.6236283535923591
6092,0,5,0.45443740232561997,-0.3246930105900365,9,3,16,1,10,3,0,43.0,-1.4700624171017016,1.5089491737450216,-1.0118704488730614,0.04616732419146003,-0.7285220633685539,-1.5910019604730454,-0.5774383848680587,-0.6236283535923591
8408,0,2,-0.4373157419554242,-0.8324563857758518,5,3,1,30,9,3,2,30.0,1.1198524829550711,-0.5536778464559464,0.9882688056694595,0.663285871233105,0.25937180075959176,-1.1773587897651545,0.39449791359802805,1.1970663076278851
926,0,2,-1.3290688862364683,-0.9645075694996991,4,2,13,46,9,3,1,41.0,1.2820800190676913,1.165178003711527,-1.0118704488730614,0.251873506538675,-0.8219487177066639,0.7340881908576109,-0.4649986954376683,-0.6236283535923591
6143,1,1,-1.3290688862364683,-0.5556803753082215,5,3,39,36,9,3,1,48.0,-0.3974521195100242,0.13386449361104288,-1.0118704488730614,-0.7080886777483283,0.030122023848797176,-1.00925722724003,-0.6237210657473962,-0.6236283535923591
15,1,4,1.3461905466066642,-1.012340351220102,8,3,6,32,20,3,2,53.0,-0.8058837986641504,0.13386449361104288,0.9882688056694595,-0.2966763130538983,-1.6411692156631499,-0.4105134595943613,-0.44403536350996836,2.29447130891132
143,1,1,-1.3290688862364683,-0.45061178640101174,9,2,5,13,13,2,1,56.0,0.4346797127852985,1.5089491737450216,0.9882688056694595,-1.5309134071371884,0.702288546720129,-0.46151056283232045,-1.0157625979017841,0.3888301795006475
2363,3,7,-0.4373157419554242,0.8277908498357388,3,1,48,4,0,3,2,32.0,-0.20850475392003118,-1.5849913565564304,-1.0118704488730614,0.5261484163349617,1.5864374107643324,0.7945292021025995,2.3860144467295195,-0.6236283535923591
129,2,8,0.45443740232561997,-0.8639360797285955,9,2,14,38,24,3,0,26.0,1.137029516190525,0.4776356636445376,-1.0118704488730614,-0.6395199502992567,1.264182136484645,-0.5729486773152682,-0.6536686827869674,-0.6236283535923591
1161,1,4,0.45443740232561997,0.22967666473360698,6,2,26,20,20,3,0,64.0,-1.0234595529799,-0.20990667642245178,0.9882688056694595,-0.5023824954011133,-0.9282908524341145,0.911633661389765,-0.44403536350996836,-0.05828526611155076
7551,3,6,-1.3290688862364683,0.19942345236343756,1,0,37,23,26,3,2,21.0,0.33161751337257506,0.8214068336780322,-1.0118704488730614,-0.8452261326464716,0.5541816792119302,1.1345098903556605,-0.7701316379408558,-0.6236283535923591
6129,0,5,0.45443740232561997,-0.12518533982459554,4,2,32,19,26,3,0,46.0,-1.3822686916760483,1.5089491737450216,-1.0118704488730614,-1.1195010424427583,1.5063473937847802,1.0646249711036424,-0.9014171510234209,-0.6236283535923591
4665,3,10,-0.4373157419554242,0.4005664319056446,1,0,58,25,7,2,0,37.0,-0.38218364552295403,1.165178003711527,-1.0118704488730614,-0.5023824954011133,-1.271393396690074,-0.6522775045743158,-0.6955953466423673,-0.6236283535923591
5660,3,6,-0.4373157419554242,2.7803495292942353,6,2,39,36,9,3,2,36.0,-1.0578136194508077,-0.5536778464559464,-1.0118704488730614,0.18330477908960335,0.9451557323022932,0.749198443668858,0.10101126661022924,-0.6236283535923591
6460,2,8,-0.4373157419554242,-0.5855247604841993,8,3,40,27,4,3,1,70.0,-0.48142872643890994,0.4776356636445376,-1.0118704488730614,0.663285871233105,-0.08885481995518238,0.696312558829493,-0.1557895495040946,-0.6236283535923591
1876,0,0,-0.4373157419554242,-0.408911412593481,9,2,40,27,4,3,2,34.0,0.5358333529496382,-1.5849913565564304,-1.0118704488730614,0.9375607810293917,-0.13026858859491547,0.337444054562373,3.0149144045605167,-0.6236283535923591
2488,3,10,-0.4373157419554242,0.3968869871579215,4,2,36,34,9,3,2,19.0,0.2972634469016672,-0.8974490164894412,-1.0118704488730614,-0.9137948600955433,0.8283548661726049,-1.0338113880583066,-0.44403536350996836,-0.6236283535923591
5327,0,0,0.45443740232561997,-0.17792404787529612,8,2,44,39,3,2,1,62.0,-0.011923151336503112,-0.20990667642245178,0.9882688056694595,-1.1195010424427583,-0.8280554937603195,1.3498309929159324,-0.7584853424254671,0.14512399344036767
9361,3,3,0.45443740232561997,-0.5871600692609652,0,0,26,20,20,3,1,40.0,-0.4413489822228508,-0.8974490164894412,-1.0118704488730614,1.28040441827475,1.4066033849084059,0.08623610157538901,1.2330311907060245,-0.6236283535923591
1182,3,10,-0.4373157419554242,2.387466595676225,8,2,13,46,9,3,2,28.0,-1.3345547104664541,0.8214068336780322,0.9882688056694595,1.3489731457238217,1.6135318424506664,1.2270601888245494,-0.02476872495597015,-0.38814164635958376
6135,3,10,-0.4373157419554242,1.051419325058477,3,1,14,38,24,3,1,30.0,0.594998689649535,0.4776356636445376,0.9882688056694595,0.5261484163349617,-0.307856443948348,-0.14230647219472425,-0.20819787932334435,-0.25495186456022245
6377,0,0,0.45443740232561997,-0.626407479903347,3,1,57,41,4,3,1,68.0,0.14839582552773337,-0.5536778464559464,-1.0118704488730614,1.6232480555201083,-0.02715532396479998,-0.8166015038966287,0.9814712075736257,-0.6236283535923591
